venom|effect|pmid
baclofen|chronic pain|20639730
baclofen|hypotension|20639730
baclofen|motility|20639730
baclofen|depressive disorder|20639730
baclofen|depression|20639730
calcitonin gene-related peptide|gastric acid secretion|2714571
calcitonin gene-related peptide|gastric secretion|2714571
calcitonin gene-related peptide|basal gastric acid secretion|2714571
calcitonin gene-related peptide|food intake|7569765
calcitonin gene-related peptide|food intake|9213356
calcitonin gene-related peptide|deprivation of food|9213356
calcitonin gene-related peptide|not detected|11495677
calcitonin gene-related peptide|neuropathy peripheral|15364408
calcitonin gene-related peptide|hyperaesthesia|15364408
bacterial endotoxin|necrosis|2715398
bacterial endotoxin|platelet count below reference range|4588307
bacterial endotoxin|necrosis|4588307
bacterial endotoxin|thrombocytopenia|4588307
bacterial endotoxin|thrombocytopenic disorder|4588307
bacterial endotoxin|shwartzman reaction|4588307
bacterial endotoxin|general metabolic function|6359574
bacterial endotoxin|dissem. intravasc. coagulation|6359574
bacterial endotoxin|disseminated intravascular coagulation|6359574
bacterial endotoxin|gastric acid secretion|10619185
bacterial endotoxin|reflex|10619185
bacterial endotoxin|endotoxemia|10619185
bacterial endotoxin|stress|15177937
bacterial endotoxin|endotoxemia|15177937
bacterial endotoxin|obstructive hyperbilirubinemia|15177937
micrurus fulvius|circulatory failure|20349164
micrurus fulvius|sedated|20349164
micrurus fulvius|device used|20537836
micrurus fulvius|respiratory failure|20537836
micrurus fulvius|sedated|20537836
micrurus fulvius|rigid|20537836
micrurus fulvius|respiratory insufficiency|20537836
micrurus fulvius|asymptomatic|23962099
micrurus fulvius|adverse reaction|23962099
micrurus fulvius|nausea|23962099
bee venom-albumin polymer|anaphylactoid reaction|2737470
yellow hornet|anaphylactoid reaction|2737470
yellow hornet|alopecia|6801104
yellow hornet|allergic reaction|7067070
yellow hornet|alopecia|22794677
yellow hornet|anaphylactoid reaction|22794677
glycoproteins|carotid artery thrombosis|8246155
glycoproteins|arterial thrombosis|8246155
glycoproteins|occlusion of artery|8246155
glycoproteins|blood pressure|8246155
methylnitronitrosoguanidine|malignant neoplastic disease|2766293
methylnitronitrosoguanidine|neoplasm, malignant (primary)|2766293
somatostatin, octapeptide-trp(8)-|chronic obstructive lung disease|2864099
somatostatin, octapeptide-trp(8)-|common cold|2864099
somatostatin, octapeptide-trp(8)-|cardiac function|2864099
lymphokine|cutaneous eruption|2869597
lymphokine|eruption|2869597
lymphokine|rash|2869597
human insulin|neoplasm|2873626
human insulin|weight gain|19193822
human insulin|hypoglycemia|19193822
human insulin|type 2 diabetes mellitus|19193822
alpha-adrenergic receptor|sweating|2879213
alpha-adrenergic receptor|irukandji syndrome|2879213
alpha-adrenergic receptor|anxiety|2879213
alpha-adrenergic receptor|sweating symptom|2879213
alpha-adrenergic receptor|hypertension|2879213
alpha-adrenergic receptor|hypertensive disorder|2879213
alpha-adrenergic receptor|tremor|2879213
thyroxine|acute myocarditis|9536646
thyroxine|circulatory failure|21115460
thyroxine|pituitary insufficiency|21115460
thyroxine|neuropathy|21115460
thyroxine|hypoglycaemia|21115460
thyroxine|hypopituitarism|21115460
thyroxine|hypoglycemia|21115460
thyroxine|hypotension|21115460
thyroxine|blood coagulation disorder|21115460
thyroxine|diabetes insipidus|21115460
phthirus pubis|red color|19505494
phthirus pubis|infestation by phthirus pubis|19505494
infraorder brachyura|red color|19505494
infraorder brachyura|infestation by phthirus pubis|19505494
verapamil|cardiac arrest|2897074
verapamil|circulatory arrest|2897074
verapamil|unresponsive|2897074
verapamil|arterial blood pressure|12172710
verapamil|blood pressure|12172710
verapamil|circulatory failure|15109889
verapamil|hypotension|15109889
verapamil|bladder retention of urine|17870108
verapamil|detrusor function|17870108
verapamil|bladder capacity|17870108
verapamil|urethral pressure|17870108
verapamil|urethral resistance|17870108
verapamil|behavior showing increased motor activity|17870108
verapamil|urethral function|17870108
verapamil|urinary retention|17870108
verapamil|micturition|17870108
verapamil|retention of urine|17870108
verapamil|bladder outlet obstruction|17870108
verapamil|does reach|19264087
verapamil|common cold|19264087
verapamil|chronic obstructive lung disease|19264087
verapamil|nervousness|21577088
peptide yy|gastric acid secretion|2905061
peptide yy|food intake|7569765
peptide yy|not detected|11495677
peptide yy|obese|20559304
peptide yy|weight loss|20559304
peptide yy|food intake|20559304
peptide yy|obese|21632815
peptide yy|appetite increased|21632815
peptide yy|fasting|21632815
peptide yy|food appetite|21632815
peptide yy|weight loss|21632815
peptide yy|total body fat|21632815
peptide yy|obesity|21632815
peptide yy|body mass index|21632815
peptide yy|anorexia|21632815
peptide yy|food intake|21694700
peptide yy|food appetite|21694700
peptide yy|weight loss|21694700
alanyltyrosine|convulsions|2930463
alanyltyrosine|epilepsy|2930463
alanyltyrosine|blood pressure|2930463
glycylleucine|convulsions|2930463
glycylleucine|epilepsy|2930463
glycylleucine|blood pressure|2930463
glycylleucine|hepatocellular carcinoma|21793303
glycylleucine|liver cell carcinoma (clinical)|21793303
amino acids|convulsions|2930463
amino acids|epilepsy|2930463
amino acids|blood pressure|2930463
amino acids|anaphylactoid reaction|9257793
amino acids|salivary secretion|10822362
amino acids|saliva increased|10822362
amino acids|blood-brain barrier|12884267
amino acids|lethargy|12884267
amino acids|paralysis|12884267
amino acids|human parturition, function|12884267
amino acids|malignant neoplastic disease|14722668
amino acids|neoplasm|14722668
amino acids|neoplasm, malignant (primary)|14722668
amino acids|normal tissue|14722668
amino acids|gastric emptying|14725490
amino acids|cardiac failure|14727383
amino acids|heart failure|14727383
amino acids|balance|14992323
amino acids|1/3 meter|14992323
amino acids|equilibrium|14992323
amino acids|loss of reactivity|15459335
amino acids|1/3 meter|15459335
amino acids|hyperglycemia|15879053
amino acids|general metabolic function|15879053
amino acids|hemostatic function|17543881
amino acids|red color|17724887
amino acids|circulatory failure|17724887
amino acids|hypotension|17724887
amino acids|anaphylactoid reaction|17724887
amino acids|swelling|17724887
amino acids|encephalomyelitis|17724887
amino acids|urticaria|17724887
amino acids|bronchospasm|17724887
amino acids|ischemia|17724887
amino acids|diarrhoea|17724887
amino acids|mental state finding|17724887
amino acids|oedema|17724887
amino acids|loss of consciousness|17724887
amino acids|headache|17724887
amino acids|sweating|20358687
amino acids|poisoning due to black widow spider venom|20358687
amino acids|sweating increased|20358687
amino acids|neuropathy|20358687
amino acids|excessive sweating|20358687
amino acids|muscle contractions involuntary|20358687
amino acids|anxiety|20358687
amino acids|tremor|20358687
amino acids|dystonia|20358687
amino acids|tachycardia|20358687
amino acids|tachyarrhythmia|20358687
amino acids|depression|23414173
amino acids|depressive disorder|23414173
leucylproline|convulsions|2930463
leucylproline|epilepsy|2930463
leucylproline|blood pressure|2930463
leucylleucine|convulsions|2930463
leucylleucine|epilepsy|2930463
leucylleucine|blood pressure|2930463
naja haje|convulsions|2930463
naja haje|epilepsy|2930463
naja haje|blood pressure|2930463
naja haje|myasthenia gravis|7603413
naja haje|paralysis|7603413
naja haje|respiratory paralysis|7603413
naja haje|bone resorption|7817829
naja haje|gigantism|7817829
naja haje|apathy|7817829
naja haje|retraction|7817829
naja haje|bone resorption|8191932
naja haje|humoral hypercalcemia of malignancy|8191932
naja haje|arterial thrombosis|8788436
naja haje|very high|8896193
naja haje|hemostatic function|9425723
naja haje|lupus erythematosus|9425723
naja haje|neoplasm|12076080
naja haje|posterior capsule opacification|12076080
naja haje|cataract|12076080
naja haje|neoplasm|21512659
naja haje|bone metastases|21512659
naja haje|malignant tumor of breast|21512659
naja haje|renal cell carcinoma|23435195
naja haje|renal carcinoma|23435195
naja haje|neoplasm|23435195
naja haje|neoplasm, malignant (primary)|23435195
naja haje|tumor necrosis|23435195
naja haje|malignant neoplastic disease|23435195
naja haje|clear cell carcinoma of kidney|23435195
naja haje|malignant neoplastic disease|23708872
naja haje|neoplasm|23708872
naja haje|neoplasm, malignant (primary)|23708872
glycyltyrosine|convulsions|2930463
glycyltyrosine|epilepsy|2930463
glycyltyrosine|blood pressure|2930463
aspartylglycine|convulsions|2930463
aspartylglycine|epilepsy|2930463
aspartylglycine|blood pressure|2930463
lysylglutamic acid|convulsions|2930463
lysylglutamic acid|epilepsy|2930463
lysylglutamic acid|blood pressure|2930463
n-glycylalanine|convulsions|2930463
n-glycylalanine|epilepsy|2930463
n-glycylalanine|blood pressure|2930463
buthus|convulsions|2930463
buthus|epilepsy|2930463
buthus|blood pressure|2930463
buthus|acute myocarditis|6129332
buthus|hyperinsulinism|6134557
buthus|hyperglycaemia|6134557
buthus|hyperglycemia|6134557
buthus|nervousness|8896191
buthus|acute myocarditis|9536646
buthus|anaphylactoid reaction|16944610
buthus|epilepsy|17320922
buthus|chronic pain|18343613
buthus|hyperaesthesia|18619501
buthus|hyperaesthesia|19782067
buthus|ganglion cyst|19912232
buthus|neuroblastoma|19912232
buthus|hepatocellular carcinoma|21793303
buthus|liver cell carcinoma (clinical)|21793303
alanylglutamine|convulsions|2930463
alanylglutamine|epilepsy|2930463
alanylglutamine|blood pressure|2930463
arginyl-glycyl-serine|convulsions|2930463
arginyl-glycyl-serine|epilepsy|2930463
arginyl-glycyl-serine|blood pressure|2930463
arginyl-glycyl-serine|hepatocellular carcinoma|21793303
arginyl-glycyl-serine|liver cell carcinoma (clinical)|21793303
nadh oxidase|rhabdomyolysis|3001330
cytochrome c oxidase|rhabdomyolysis|3001330
electron transport complex iv|rhabdomyolysis|3001330
receptors, angiotensin|drinking|3051054
receptors, angiotensin|adverse reaction|16569814
receptors, angiotensin|anaphylactoid reaction|16569814
receptors, angiotensin|allergic disposition|16569814
receptors, angiotensin|hypotension|17897713
receptors, angiotensin|normal blood pressure|17897713
receptors, angiotensin|circulatory failure|17897713
receptors, angiotensin|blood pressure|17897713
receptors, angiotensin|intolerance|20686848
receptors, angiotensin|renal function|20686848
receptors, angiotensin|type 2 diabetes mellitus|20686848
receptors, angiotensin|smoker|20686848
receptors, angiotensin|acute renal failure syndrome|20686848
receptors, angiotensin|dehydration|20686848
receptors, angiotensin|nausea|20686848
gastric inhibitory polypeptide|food intake|7569765
gastric inhibitory polypeptide|diabetes mellitus|14529486
gastric inhibitory polypeptide|renal clearance|14529486
gastric inhibitory polypeptide|food intake|17263764
gastric inhibitory polypeptide|weight loss|17263764
gastric inhibitory polypeptide|gastric emptying|17263764
gastric inhibitory polypeptide|intolerance|19073224
gastric inhibitory polypeptide|food intake|19073224
gastric inhibitory polypeptide|tolerance decreased|19073224
gastric inhibitory polypeptide|fasting|19073224
gastric inhibitory polypeptide|hypoglycemia|19074620
gastric inhibitory polypeptide|eating|19074620
gastric inhibitory polypeptide|chronic metabolic disorder|19182763
gastric inhibitory polypeptide|hypoglycemia|19182763
gastric inhibitory polypeptide|hyperglycaemia|20115929
gastric inhibitory polypeptide|hyperglycemia|20115929
gastric inhibitory polypeptide|dyslipidemia|20115929
gastric inhibitory polypeptide|weight loss|20115929
gastric inhibitory polypeptide|hypertension|20115929
gastric inhibitory polypeptide|gastric emptying|20115929
gastric inhibitory polypeptide|simple obesity|20115929
gastric inhibitory polypeptide|disorder of cardiovascular system|20115929
gastric inhibitory polypeptide|obesity|20115929
gastric inhibitory polypeptide|hypertensive disorder|20115929
gastric inhibitory polypeptide|aging|21441754
gastric inhibitory polypeptide|hypoglycemia|21441754
gastric inhibitory polypeptide|type 2 diabetes mellitus|21441754
gastric inhibitory polypeptide|fasting|22104467
gastric inhibitory polypeptide|type 2 diabetes mellitus|22104467
gastric inhibitory polypeptide|hypoglycemia|22104467
gastric inhibitory polypeptide|nasopharyngitis|22104467
gastric inhibitory polypeptide|weight loss|22104467
gastric inhibitory polypeptide|upper respiratory infection|22104467
gastric inhibitory polypeptide|dizziness|22104467
gastric inhibitory polypeptide|headache|22104467
gastric inhibitory polypeptide|weight gain|22104467
gastric inhibitory polypeptide|nausea|22104467
gastric inhibitory polypeptide|weight gain|23388064
gastric inhibitory polypeptide|food intake|23388064
gamma-globulins|albuminuria|3078212
gamma-globulins|sle glomerulonephritis syndrome|3078212
gamma-globulins|glomerulonephritis|3078212
gamma-globulins|proteinuria|3078212
gamma-globulins|renal function|3078212
gamma globulin|albuminuria|3078212
gamma globulin|sle glomerulonephritis syndrome|3078212
gamma globulin|glomerulonephritis|3078212
gamma globulin|proteinuria|3078212
gamma globulin|renal function|3078212
bufo marinus|hyperkalaemia|12639891
bufo marinus|acidosis|12639891
bufo marinus|hyperkalemia|12639891
factor ix|platelet count below reference range|3103794
factor ix|hemostatic function|3103794
factor ix|afibrinogenemia|3103794
factor ix|thrombocytopenia|3103794
factor ix|thrombocytopenic disorder|3103794
factor ix|blood coagulation disorder|12009098
factor ix|thrombocytopenia|18420371
factor ix|capillary permeability|18420371
factor ix|hemostatic function|18420371
coagulation factor ix|platelet count below reference range|3103794
coagulation factor ix|hemostatic function|3103794
