compound|predicate|object|pmid
hemostatic|interacts_with|antivenom|7611559
antivenom|treats|patients|7660450
antivenom|administered_to|patients|7660450
antivenom|treats|bites|7660450
taipan venom|causes|HUS|9423222
venom|causes|cardiovascular collapse|22771951
taipan venom|part_of|Papuan|22771951
taipan venom|causes|hypotension|22771951
Venom|causes|cardiovascular collapse|22771951
heparin|prevents|collapse|22771951
venom|causes|collapse|22771951
indomethacin|prevents|collapse|22771951
Venom|neg_affects|hearts|22771951
Venom|stimulates|indomethacin|22771951
Venom|stimulates|Rp-8-CPT-cAMPs|22771951
Venom|stimulates|IbTx|22771951
autacoids|affects|protein kinase A cascade|22771951
F(ab|part_of|equine|11450339
antivenom|part_of|king cobra|17156231
antivenom|causes|anaphylaxis|17156231
Exenatide|disrupts|food intake|16985091
metformin|treats|unable|16985091
exenatide|compared_with|placebo|16985091
insulin glargine|treats|patients|16985091
Exenatide|treats|type 2 diabetes|16985091
toxin|causes|lesion|15313850
venom|administered_to|Wistar rats|18845177
Tsv|causes|oedema|18845177
Tsv|causes|dependent paw oedema|18845177
Tsv|causes|inflammatory response|18845177
COX-2|associated_with|inflammatory response|18845177
Tsv|causes|pain|18845177
COX-2|interacts_with|Tsv|18845177
scorpion venom|stimulates|Inflammatory mediators|18845177
scorpion venom|affects|mechanics|19470319
scorpion venom|affects|inflammation|19470319
venom|causes|acute lung injury|19470319
EXE|prevents|hyperglucagonemia|21216851
EXE|prevents|glucose intolerance|21216851
exenatide|produces|exenatide|23425609
exenatide|coexists_with|antidiabetic agents|23425609
basal insulin|treats|patients|23425609
Exenatide|treats|patients|23425609
Exenatide|compared_with|basal insulin|23425609
Exenatide|higher_than|basal insulin|23425609
exenatide|treats|patients|23425609
GRP|affects|gastrointestinal motility|11159876
GRP|affects|gallbladder contraction|11159876
GRP|affects|gastric emptying|11159876
saline|isa|buffer|11856115
omega-agatoxin IVA|isa|calcium channel blocker|12499053
voltage-gated calcium channels|affects|disorders|12499053
bicuculline|treats|rat|12499053
analgesic|isa|medications|19477168
nicotinic acetylcholine receptors|inhibits|alpha-Conotoxins|19477168
peptides|augments|recovery|19477168
GABA-B receptors|part_of|Xenopus oocytes|19477168
GABA-B receptors|part_of|cells|19477168
alpha-Conotoxins|inhibits|nicotinic acetylcholine receptors|20889259
GABA|associated_with|pain|20889259
nAChRs|associated_with|pain|20889259
alpha-Conotoxin AuIB|inhibits|nAChR|20889259
alpha-conotoxins|inhibits|nAChR|20889259
peptides|interacts_with|alpha-conotoxins|22306793
alpha-conotoxins|administered_to|rats|22306793
allergen|interacts_with|bovine serum albumin|23285945
Conantokin-G|inhibits|aspartate|10871336
Con-G|disrupts|brain infarction|10871336
BmK|interacts_with|PTZ|14687481
glutamate|isa|neurotransmitter|14687481
BmK|inhibits|glutamate|14687481
BmK|inhibits|INa|14687481
BmK|stimulates|INa|14687481
drug|treats|epilepsy|14687481
pentylenetetrazol|treats|Rats|14687481
excitatory neurotransmitter|affects|synaptic transmission|15857299
NMDA receptor antagonists|treats|neurological diseases|15857299
glutamate|associated_with|ischemic brain injury|15857299
exendin-4|affects|diabetic retinopathy|20688733
E4a|treats|Rats|20688733
E4a|inhibits|glutamate|20688733
GLP-1R|disrupts|retina|20688733
glutamate|part_of|retina|20688733
glutamate|part_of|retinal|20688733
exendin-4|treats|rats|20688733
Conantokin-G|inhibits|NMDA receptors|19010337
omega-conotoxin MVIIA|causes|side effects|19010337
analgesic|coexists_with|peptides|19010337
nitric oxide donor|compared_with|amlodipine|19166832
aspartate|interacts_with|cilnidipine|19166832
NMDA|causes|retinal damage|19166832
drug|causes|glaucoma|19166832
drug|causes|occlusion|19166832
drug|causes|cell death|19166832
disintegrin|disrupts|platelet aggregation|10446992
basic fibroblast growth factor|stimulates|Salmosin|10446992
vitronectin|interacts_with|salmosin|10446992
salmosin|disrupts|tumor growth|10446992
salmosin|disrupts|tumor angiogenesis|10446992
Integrins|affects|cellular adhesion|23378223
alphavbeta8 integrins|part_of|blood vessels|23378223
transforming growth factor-beta|part_of|cell lines|23378223
cilengitide|interacts_with|Smad2|23378223
transforming growth factor-beta|augments|inactive|23378223
antiangiogenic agent|associated_with|glioblastoma|23378223
cilengitide|disrupts|phosphorylation|23378223
transforming growth factor-beta|associated_with|glioblastoma|23378223
Integrin|interacts_with|transforming growth factor-beta|23378223
gut hormone|affects|glucose metabolism|18633100
gut hormone|affects|cardiovascular function|18633100
exendin-4|part_of|mice|18633100
Ex4|affects|vascular|18633100
GLP|inhibits|reactive oxygen species|18633100
GLP-1|affects|peripheral blood flow|18633100
glucagon-like peptide-1|affects|blood flow|18633100
glucagon-like peptide-1|affects|insulin sensitivity|18633100
Advanced glycation end products|associated_with|diabetic nephropathy|23159951
receptor|associated_with|diabetic nephropathy|23159951
Asymmetric dimethylarginine|inhibits|nitric oxide synthase|23159951
glucagon-like peptide-1|disrupts|inflammatory reactions|23159951
GLP-1|interacts_with|reactive oxygen species|23159951
ADMA|treats|rats|23159951
small-interfering RNAs|inhibits|GLP-1|23159951
GLP-1|inhibits|RAGE|23159951
GLP-1|inhibits|ADMA|23159951
GLP-1|inhibits|ROS|23159951
GLP-1|inhibits|PRMT-1|23159951
agonist|inhibits|ADMA|23159951
agonist|inhibits|asymmetric dimethylarginine|23159951
capsaicin|augments|voltage sensitive calcium channels|9211477
calcium channel blockers|affects|normal sensory|9211477
capsaicin|treats|rats|9211477
omega-conotoxin MVIIA|treats|rats|17717191
calcium channel blocker|administered_to|patients|10834782
ziconotide|isa|calcium channel blocker|10834782
ziconotide|administered_to|patients|10834782
drug|administered_to|patients|10834782
ziconotide|administered_to|patients|10834782
ziconotide|treats|patients|10834782
Ziconotide|isa|calcium channel blocker|10834782
calcium channel blocker|treats|acute postoperative pain|10834782
Ziconotide|treats|acute postoperative pain|10834782
tryptase|part_of|patients|16889279
medications|treats|cardiac disease|17620826
beta-blockers|interacts_with|drugs|17620826
beta-blockers|augments|anaphylaxis|17620826
BTC|part_of|patients|20100187
mAb|part_of|murine|20109740
omalizumab|treats|chronic urticaria|20109740
tryptase|associated_with|stings|21554093
medications|causes|anaphylaxis|21659864
Cilengitide|isa|antiangiogenic agent|17693653
cilengitide|treats|patients|17693653
cilengitide|treats|solid tumors|17693653
venom|part_of|mice|11405281
antivenoms|interacts_with|venom|20890557
peptides|interacts_with|sodium|22450487
antivenom|treats|paralysis|20701896
antivenom|associated_with|neuroparalysis|20701896
Neostigmine|treats|patients|20701896
alpha-smooth muscle actin|part_of|smooth muscle|24363240
autoantibodies|disrupts|spleen|24363240
alpha-smooth muscle actin|disrupts|spleen|24363240
Lachesis muta venom|affects|scleroderma|24363240
Zn|affects|scleroderma|24363240
Se|affects|scleroderma|24363240
Integrins|isa|cell adhesion molecules|17017851
integrin|associated_with|tumor angiogenesis|17017851
integrin alphavbeta3|isa|integrins|17017851
Integrins|associated_with|pathological angiogenesis|17979731
venoms|interacts_with|integrins|17979731
contortrostatin|isa|disintegrin|17979731
chemotherapeutic agents|treats|cancer|17979731
disintegrins|disrupts|angiogenesis|17979731
exenatide|compared_with|glibenclamide|20151774
exenatide|stimulates|glibenclamide|20151774
FPG|stimulates|glibenclamide|20151774
exenatide|inhibits|PPG|20151774
exenatide|inhibits|Resistin|20151774
glibenclamide|treats|insulin resistance|20151774
exenatide|treats|insulin resistance|20151774
glibenclamide|treats|diabetes|20151774
glibenclamide|treats|patients|20151774
Exenatide|treats|diabetes|20151774
Exenatide|treats|patients|20151774
Exenatide|compared_with|glibenclamide|20151774
FPPr|coexists_with|metformin|23984793
FPPr|coexists_with|exenatide|23984793
beta hCG|isa|hCG|11925119
hCG receptor|part_of|culture cells|11925119
hCG receptor|part_of|tumor|11925119
beta hCG|affects|cell line|11925119
hCG receptor|part_of|cells|11925119
hCG receptor|part_of|tissues|11925119
Hecate-betaCG|augments|cell types|12784188
inhibin alpha-subunit|part_of|Transgenic (TG) mice|15967102
Hecate-CGbeta|neg_augments|apoptosis|15967102
exendin-4|isa|incretin|19120286
Ex-4|affects|cell proliferation|19120286
drugs|treats|pain|17168706
Venoms|isa|complex mixtures|17168706
Venoms|interacts_with|ion channel|17168706
complex mixtures|interacts_with|ion channel|17168706
omega-conotoxin|affects|voltage sensitive calcium channels|20002322
ziconotide|compared_with|flupirtine|20002322
supernatants|part_of|whole-blood|16776670
medication|treats|diseases|18286468
IL-4|coexists_with|genes|18286468
medication|treats|mice|18286468
immunomodulator|isa|medication|18286468
immunomodulator|treats|mice|18286468
omega-conotoxin MVIIA|treats|injury|11430886
dexmedetomidine|inhibits|slope|12542459
drugs|treats|chronic pain|12542459
dexmedetomidine|treats|rabbit|12542459
dexmedetomidine|inhibits|allodynia|15627431
dexmedetomidine|treats|hypersensitivity|15627431
nonopioid|treats|chronic pain|16225359
ziconotide|compared_with|placebo|16225359
Ziconotide|treats|patients|16225359
Ziconotide|treats|refractory pain|16225359
Ziconotide|isa|calcium channel blocker|18518786
calcium channel blocker|treats|chronic pain|18518786
Ziconotide|treats|chronic pain|18518786
ziconotide|administered_to|Patients|18518786
amlodipine|prevents|cerebral edema|20048438
omega-conotoxin|disrupts|cell death|20048438
Prialt|treats|chronic pain|22608964
calcium channel blockers|treats|chronic pain|22608964
voltage-gated calcium channels|interacts_with|analgesic|22725651
voltage-gated calcium channels|coexists_with|peptide|22725651
complete Freund's adjuvant|causes|neuropathic pain|22869352
omega-conotoxins|coexists_with|Ca2|23470283
omega-conotoxin|associated_with|adverse effects|23470283
conotoxins|disrupts|neurotransmission|23713957
omega-conotoxin MVIIA|inhibits|hyperalgesia|24148893
omega-conotoxin MVIIA|treats|pain|24148893
VGCC|coexists_with|paclitaxel|24148893
analogue|interacts_with|cytokines|20410202
Exendin-4|treats|Wistar rats|20410202
anti-interferon-gamma antibody|causes|total recovery|20410202
Glucagon-like peptide-1|augments|insulin secretion|21253697
GLP-1|affects|diabetic nephropathy|21253697
exendin-4|affects|macrophages|21253697
exendin-4|affects|glomerular endothelial cells|21253697
type IV collagen|affects|kidney tissue|21253697
agonists|prevents|disease progression|21253697
agonist|treats|renal injury|21253697
exendin-4|treats|type 2 diabetes mellitus|23709595
Ex-4|treats|dysfunction|23709595
Ex-4|affects|diabetic cardiomyopathy|23709595
Ex-4|interacts_with|Ex-4|23709595
Ex-4|associated_with|left ventricular dysfunctions|23709595
antioxidants|inhibits|NADPH oxidase 4|23709595
glutathione peroxidase|inhibits|NADPH oxidase 4|23709595
agonism|treats|imbalance|23709595
ammodytin L|causes|necrosis|8835336
toxin|neg_causes|morphological change|8835336
ammodytin L|affects|muscular cells|8835336
chloride channels|part_of|epithelial cells|16183882
adenosine triphosphate|part_of|cytosolic|16183882
adenylyl-imidodiphosphate|interacts_with|venom|16183882
BmK|interacts_with|sodium channels|16229835
BmK|stimulates|Fos|16229835
BmK|affects|neurons|16229835
BmK|affects|epileptic seizures|16229835
BmK|causes|epileptic seizures|16229835
Exenatide|treats|type 2 diabetes|17323791
Exenatide|inhibits|gastric emptying|17323791
exenatide|treats|patients|17323791
exenatide|coexists_with|statin|17323791
Exenatide|interacts_with|statin|17323791
venoms|part_of|animal|18620956
chemicals|causes|poisonings|18620956
utrophin|augments|skeletal muscle|10757347
utrophin|augments|skeletal muscles|10757347
dystrophin|part_of|C57BL/10 mice|10757347
adenovirus-delivered antigens|stimulates|utrophin|10757347
snake venom|causes|glomerulonephritis|18551312
beta-galactosidase|part_of|transgenic mice|18551312
vascular endothelial cell growth factor|part_of|cell|18551312
IL-12|augments|monocyte production|11529902
cytokines|disrupts|Th2 cells|11529902
Cytotoxic T lymphocyte associated antigen-4|affects|T lymphocytes|22723841
F(ab|part_of|Patients|9861375
F(ab|part_of|equine|9861375
antivenom|causes|recovery|9861375
collagenase|part_of|liver|11405280
Exenatide|isa|incretin|16278786
metformin|treats|type 2 diabetes|16278786
glucose|compared_with|placebo|16278786
Exenatide|affects|cell|16278786
exenatide|treats|type 2 diabetes|16278786
exenatide|treats|patients|16278786
drug combinations|administered_to|patients|17619527
insulin|associated_with|atherogenesis|17619527
exenatide|treats|diabetes|17619527
pramlintide|treats|diabetes|17619527
insulin|affects|gastric emptying|17619527
amylin|part_of|human|17619527
Pramlintide|treats|patients|17619527
Pramlintide|treats|diabetes|17619527
Exenatide|treats|type 2 diabetes|17619527
Exenatide|treats|patients|17619527
Amylin|isa|Pharmaceuticals|18622276
C-peptide|inhibits|glucagon|18622276
exenatide|treats|transplant recipients|18622276
glucagon|treats|patients|19092720
insulin|affects|gastric emptying|19092720
amylin|part_of|human|19092720
glucagon|treats|type 2 diabetes|19092720
Pramlintide|part_of|human|19092720
Pramlintide|isa|amylin|19092720
glucagon-like peptide 1|interacts_with|receptor|19092720
receptor|associated_with|type 1 diabetes|19092720
GLP-1|affects|gastric emptying|19092720
insulin|associated_with|T1DM|19092720
agonists|treats|children|19092720
amylin analogs|treats|children|19092720
sCT|disrupts|food intake|20554932
Ex-4|stimulates|amylin|20554932
metformin|treats|patients|20580422
exenatide|stimulates|glucagon-like peptide 1 receptor|20580422
pioglitazone|treats|patients|20580422
metformin|treats|type 2 diabetes|20580422
drug|administered_to|patients|20580422
exenatide|inhibits|HbA|20580422
HbA|compared_with|pioglitazone|20580422
HbA|higher_than|pioglitazone|20580422
exenatide|inhibits|pioglitazone|20580422
exenatide|compared_with|pioglitazone|20580422
exenatide|higher_than|pioglitazone|20580422
Amylin|isa|Pharmaceuticals|20580422
insulin glargine|administered_to|people|21138825
HbA1|part_of|participants|21138825
exenatide|stimulates|insulin|21138825
Amylin|isa|Pharmaceuticals|21138825
exenatide|treats|type 2 diabetes|21138825
exenatide|treats|patients|21138825
exenatide|treats|diabetic|22017240
exenatide|treats|patients|22017240
hormones|treats|obesity|22017240
Exenatide|augments|satiety|22017240
exenatide|treats|obesity|22017240
leptin|treats|obesity|22565812
amylin|interacts_with|leptin|22565812
leptin|augments|weight loss|22565812
hormones|treats|obese (DIO) mice|22565812
exendin-4|treats|DIO mice|22565812
exendin-4|compared_with|leptin|22565812
leptin|administered_to|obese mice|22565812
exenatide|treats|type 2 diabetes mellitus|22669803
Amylin|isa|Pharmaceuticals|22669803
sulfonylureas|treats|patients|22669803
metformin|treats|patients|22669803
metformin|treats|type 2 diabetes|22669803
sulfonylureas|treats|type 2 diabetes|22669803
thiazolidinediones|treats|patients|22669803
thiazolidinediones|treats|type 2 diabetes|22669803
exenatide|part_of|patients|22669803
Exenatide|treats|type 2 diabetes|22669803
